3,"[(0, 9), (1, 8), (1, 9), (2, 8), (3, 4), (3, 8), (5, 6), (5, 7), (5, 8)]","[(8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]",0.12499999484375018
0,"[(0, 8), (1, 2), (1, 8), (3, 7), (3, 8), (4, 7), (5, 7), (6, 7)]","[(3, 4), (7, 8), (2, 4), (6, 8), (1, 4), (5, 8), (0, 4), (0, 8)]",0.0
2,"[(0, 8), (1, 7), (1, 8), (2, 7), (3, 4), (3, 7), (5, 6), (5, 7)]","[(0, 1), (2, 3), (5, 6), (7, 8), (0, 3), (0, 4), (0, 6), (0, 8)]",0.14285713765306143
7,"[(0, 8), (1, 2), (1, 8), (3, 8), (4, 7), (4, 8), (5, 7), (6, 7)]","[(7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)]",0.42857142295918377
4,"[(0, 6), (1, 5), (1, 6), (2, 5), (3, 5), (4, 5)]","[(2, 3), (5, 6), (1, 3), (4, 6), (1, 6), (0, 6)]",0.19999999460000012
6,"[(0, 6), (1, 5), (1, 6), (2, 5), (3, 5), (4, 5)]","[(1, 2), (1, 3), (1, 4), (1, 5), (0, 5), (0, 6)]",0.19999999460000012
8,"[(0, 6), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5)]","[(0, 1), (4, 5), (0, 2), (4, 6), (0, 3), (0, 6)]",0.0
5,"[(0, 5), (1, 4), (1, 5), (2, 4), (3, 4)]","[(0, 1), (2, 3), (4, 5), (0, 3), (0, 5)]",0.0
1,"[(0, 4), (1, 3), (1, 4), (2, 3)]","[(0, 1), (3, 4), (2, 4), (0, 4)]",0.0
9,"[(0, 3), (1, 2), (1, 3)]","[(0, 1), (0, 2), (0, 3)]",0.0
19,"[(0, 10), (1, 6), (1, 9), (1, 10), (2, 6), (3, 6), (4, 5), (4, 6), (7, 9), (8, 9)]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10)]",0.0
17,"[(0, 2), (0, 8), (1, 2), (3, 5), (3, 7), (3, 8), (4, 5), (6, 7)]","[(0, 1), (3, 4), (7, 8), (2, 4), (6, 8), (5, 8), (0, 4), (0, 8)]",0.0
12,"[(0, 7), (1, 6), (1, 7), (2, 6), (3, 6), (4, 5), (4, 6)]","[(6, 7), (5, 7), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]",0.16666666138888903
14,"[(0, 2), (0, 7), (1, 2), (3, 5), (3, 6), (3, 7), (4, 5)]","[(4, 5), (6, 7), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]",0.16666666138888903
15,"[(0, 7), (1, 6), (1, 7), (2, 6), (3, 4), (3, 6), (5, 6)]","[(1, 2), (4, 5), (6, 7), (4, 7), (3, 7), (1, 7), (0, 7)]",0.16666666138888903
10,"[(0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (3, 5)]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]",0.0
13,"[(0, 6), (1, 5), (1, 6), (2, 5), (3, 5), (4, 5)]","[(5, 6), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)]",0.19999999460000012
18,"[(0, 6), (1, 5), (1, 6), (2, 5), (3, 5), (4, 5)]","[(3, 4), (2, 4), (1, 4), (0, 4), (0, 5), (0, 6)]",0.0
11,"[(0, 4), (1, 3), (1, 4), (2, 3)]","[(0, 1), (3, 4), (0, 2), (0, 4)]",0.0
16,"[(0, 3), (1, 2), (1, 3)]","[(2, 3), (1, 3), (0, 3)]",0.0
28,"[(0, 7), (1, 2), (1, 6), (1, 7), (3, 4), (3, 6), (5, 6)]","[(3, 4), (2, 4), (2, 5), (1, 5), (1, 6), (0, 6), (0, 7)]",0.3333333277777778
29,"[(0, 7), (1, 4), (1, 6), (1, 7), (2, 4), (3, 4), (5, 6)]","[(2, 3), (4, 5), (6, 7), (2, 5), (1, 5), (1, 7), (0, 7)]",0.16666666138888903
20,"[(0, 5), (0, 6), (1, 3), (1, 5), (2, 3), (4, 5)]","[(0, 1), (5, 6), (0, 2), (0, 3), (0, 4), (0, 6)]",0.0
23,"[(0, 6), (1, 5), (1, 6), (2, 5), (3, 5), (4, 5)]","[(1, 2), (5, 6), (1, 3), (0, 3), (0, 4), (0, 6)]",0.0
27,"[(0, 2), (0, 6), (1, 2), (3, 5), (3, 6), (4, 5)]","[(5, 6), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)]",0.19999999460000012
25,"[(0, 5), (1, 4), (1, 5), (2, 4), (3, 4)]","[(2, 3), (1, 3), (1, 4), (0, 4), (0, 5)]",0.2499999943750001
22,"[(0, 4), (1, 3), (1, 4), (2, 3)]","[(0, 1), (3, 4), (0, 2), (0, 4)]",0.0
24,"[(0, 4), (1, 3), (1, 4), (2, 3)]","[(2, 3), (1, 3), (0, 3), (0, 4)]",0.33333332722222225
21,"[(0, 3), (1, 2), (1, 3)]","[(0, 1), (2, 3), (0, 3)]",0.0
